Iterasi,Source,Dest,Path,Node,Energi (Volt),Digunakan
20,A,O,A -> B -> E -> H -> K -> M -> O,L,4.199301,Ya
20,A,O,A -> B -> E -> H -> K -> M -> O,M,4.199301,Ya
20,A,O,A -> B -> E -> H -> K -> M -> O,N,4.199301,Ya
20,A,O,A -> B -> E -> H -> K -> M -> O,O,4.199301,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,A,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,B,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,C,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,D,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,E,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,F,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,G,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,H,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,I,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,J,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,K,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,L,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,M,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,N,4.199266,Ya
21,A,O,A -> B -> E -> H -> K -> M -> O,O,4.199266,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,A,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,B,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,C,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,D,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,E,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,F,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,G,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,H,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,I,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,J,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,K,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,L,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,M,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,N,4.199231,Ya
22,A,O,A -> B -> E -> H -> K -> M -> O,O,4.199231,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,A,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,B,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,C,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,D,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,E,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,F,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,G,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,H,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,I,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,J,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,K,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,L,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,M,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,N,4.199196,Ya
23,A,O,A -> B -> E -> H -> K -> M -> O,O,4.199196,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,A,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,B,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,C,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,D,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,E,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,F,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,G,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,H,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,I,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,J,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,K,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,L,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,M,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,N,4.199161,Ya
24,A,O,A -> B -> E -> H -> K -> M -> O,O,4.199161,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,A,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,B,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,C,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,D,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,E,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,F,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,G,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,H,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,I,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,J,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,K,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,L,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,M,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,N,4.199126,Ya
25,A,O,A -> B -> E -> H -> K -> M -> O,O,4.199126,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,A,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,B,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,C,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,D,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,E,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,F,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,G,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,H,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,I,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,J,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,K,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,L,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,M,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,N,4.199091,Ya
26,A,O,A -> B -> E -> H -> K -> M -> O,O,4.199091,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,A,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,B,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,C,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,D,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,E,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,F,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,G,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,H,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,I,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,J,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,K,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,L,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,M,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,N,4.199056,Ya
27,A,O,A -> B -> E -> H -> K -> M -> O,O,4.199056,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,A,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,B,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,C,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,D,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,E,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,F,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,G,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,H,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,I,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,J,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,K,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,L,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,M,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,N,4.199021,Ya
28,A,O,A -> B -> E -> H -> K -> M -> O,O,4.199021,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198986,Ya
29,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198986,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198951,Ya
30,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198951,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198916,Ya
31,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198916,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198881,Ya
32,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198881,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198846,Ya
33,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198846,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198811,Ya
34,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198811,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198776,Ya
35,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198776,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198741,Ya
36,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198741,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198706,Ya
37,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198706,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198671,Ya
38,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198671,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,E,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,F,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,G,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,H,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,I,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,J,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,K,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,L,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,M,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,N,4.198636,Ya
39,A,O,A -> B -> E -> H -> K -> M -> O,O,4.198636,Ya
40,A,O,A -> B -> E -> H -> K -> M -> O,A,4.198601,Ya
40,A,O,A -> B -> E -> H -> K -> M -> O,B,4.198601,Ya
40,A,O,A -> B -> E -> H -> K -> M -> O,C,4.198601,Ya
40,A,O,A -> B -> E -> H -> K -> M -> O,D,4.198601,Ya
